episode,episode_reward,episode_steps,success,collision,min_obstacle_distance,final_distance,q1_loss,q2_loss,policy_loss,alpha_loss,alpha,mean_log_prob,total_steps
769,677.7017223494599,363,1,0,1.5109307313272176,0.39999825557443053,24.44132946903712,24.211989250721683,-30.586273324719475,-0.18904134698889472,0.02140002790068792,2.950717733582846,445370
770,78.69313989409125,600,0,0,0.5625860332492414,5.8461668021338085,27.564348562757175,27.85294271151225,-30.830895150502524,-0.31674668869624534,0.02044366899256905,2.9184007879098255,445970
771,691.8964874117642,392,1,0,0.7563364938234174,0.39837670334327135,33.530570770708884,33.92469379853229,-30.901185785021102,0.11855166900560868,0.020026953905174623,3.0302768592931786,446362
772,257.1837250383513,352,1,0,0.47983188498173224,0.39831593263554166,29.256605930965055,29.28548836132342,-30.8603454394774,-0.6829012184594334,0.019570436349815944,2.8266789716753093,446714
773,688.2444631763248,410,1,0,0.8458159366942215,0.39779058719737287,45.47388853997719,45.92532607869404,-30.93530389739246,-0.538852716782471,0.017723013251656438,2.865760849161846,447124
774,401.72466230037634,600,0,0,0.9205763944113676,1.0443547995450302,35.890827800234156,36.2453275736173,-31.323741025924683,0.5351261978286008,0.018567271617551645,3.1336431952317554,447724
775,669.8195035441872,323,1,0,1.6086803348897813,0.39832991193658507,27.566092478601558,28.04064135691699,-31.67126469567833,0.11405118199601631,0.019213829893076753,3.0288749818831406,448047
776,784.6638077659824,478,1,0,1.169426688181741,0.39884725809606775,31.012318735092755,31.227831080368873,-31.82398441745646,0.420358889584262,0.020271590225024453,3.107547389912306,448525
777,650.2032487793401,377,1,0,1.225227024623998,0.39573553850589727,30.35096944611648,30.564069383024222,-31.77170972545836,-0.06652331961916676,0.02072091347757796,2.98282240303505,448902
778,306.0404540802057,600,0,0,1.2949924392332832,1.6464837837155342,28.990017303824423,29.300668052633604,-32.02102515538534,0.17774166260845958,0.02121715131836633,3.045957003037135,449502
779,164.12960739275627,600,0,0,0.3262791353573802,1.0225714098284626,37.20455534180005,37.395651261806485,-32.23835693041484,0.37038394110277295,0.022184201950828233,3.097383117278417,450102
780,414.5231468172054,600,0,0,0.5406322706212275,0.6756235108971039,29.57074756860733,29.702555016676584,-32.57816843032837,-0.5274437626513342,0.02190461351846655,2.8617648565769196,450702
781,605.0372858226649,268,1,0,0.9166536838052761,0.3911468251162985,27.20827898160735,27.35560677745449,-32.84908009998834,0.2601947974719441,0.020952166551585074,3.0673360797896314,450970
782,694.5297398229122,380,1,0,0.6351483434763143,0.3996372089272739,34.23798527905816,34.66591678481353,-32.837430984095526,0.0729981791130022,0.021501239472509998,3.0189628795573586,451350
783,635.7199598621178,315,1,0,1.380928358350689,0.39852546962470764,25.751878045854113,25.98214592290303,-33.22540016779824,-0.07739166279160788,0.02141274842359717,2.979855445831541,451665
784,641.8371192452905,314,1,0,1.3212753754403233,0.3979134568595779,33.270991943444415,33.700904490461774,-33.33848330625303,0.18205856782188462,0.021548947954111417,3.047416465297626,451979
785,770.1361988005651,526,1,0,0.9818252867717085,0.3985974505320189,34.916226656717946,35.01957369893223,-33.611933853236444,-0.046823271971635036,0.021652902122374498,2.987757526423088,452505
786,650.5826791930185,245,1,0,0.6321251230363889,0.397406217853376,33.40025551708377,33.543463352748326,-33.81922374647491,0.13725601101712304,0.021657714323729885,3.0358330716892166,452750
787,440.02551011076025,600,0,0,1.1336360576816231,0.42090812193746974,32.70180985967318,32.899262283245726,-33.95483658154806,0.14270814423138897,0.022292429422959684,3.0375175885359447,453350
788,349.744525448383,600,0,0,0.8686555847941664,1.4203427777964397,29.32929983297984,29.878294999202094,-34.2549737071991,-0.1101544199200968,0.02241469044238329,2.9709722602367403,453950
789,-217.41654992415909,55,0,1,-0.008472791715201544,7.817105731233448,33.41164634661241,33.2155883659016,-34.88118691877885,-0.2072410985827446,0.02202800458127802,2.9456484751267866,454005
790,199.13605762197952,600,0,0,0.7806177753076708,1.400963108381965,37.97109797994296,38.21869132002195,-34.69899803797404,0.4392399397616585,0.0233475025712202,3.1167244136333467,454605
791,296.70484706398173,600,0,0,0.7448313944759277,1.0776755393964215,26.0358965754509,26.455438528060913,-34.95566419919332,-0.16506187344435602,0.024329695357009767,2.9556651083628336,455205
792,672.739847859478,411,1,0,0.5038164008702115,0.38962035458010413,45.97957547273659,46.37553060315821,-35.23006625303097,-0.031452162168611866,0.023296261822618996,2.9915873644705817,455616
793,615.2419854373778,296,1,0,0.6028602183709905,0.3938882401754691,37.6016934481827,37.676555135362854,-35.64673918646735,0.30871474914680663,0.023989000980666763,3.082665792993597,455912
794,613.4982025950176,253,1,0,0.8164882514952181,0.39680684409222344,41.04540059029349,40.67009327157213,-35.89485463982985,0.2578335372296718,0.024628969476274822,3.0696514614014756,456165
795,640.9875480122821,283,1,0,0.7312104297010621,0.3968868771489974,44.173852570486574,44.676749699528564,-36.035428657127355,-0.08049559641905893,0.025129985439429858,2.978162626495631,456448
796,613.285601172215,282,1,0,1.017680889040061,0.3984594369473699,45.56541812673528,45.72050356780384,-35.92426248645106,-0.46967397504717323,0.02434335281768589,2.873778498764579,456730
797,404.77501360772203,600,0,0,1.1683149705748646,1.019570588550581,41.198293033440905,41.598184158802034,-36.58515431722005,-0.1490266010041038,0.02259210143238306,2.9604040706157684,457330
798,392.6152698760721,600,0,0,1.4467093713828172,0.6814007161274992,32.31682021935781,32.540575111309685,-36.84099377314249,-0.04119401424502333,0.02267681070913871,2.9891020063559215,457930
799,393.1006030050751,600,0,0,0.5118752712010242,0.8110024905854916,34.79583876450857,34.88400874614715,-37.01922170639038,-0.08340438358485698,0.022237751930952072,2.9780589179197947,458530
800,770.945181497345,533,1,0,0.6387073258457241,0.39722627052226356,37.1021492150219,37.40662612387208,-37.37942335976892,0.045438024321986854,0.0218704638558861,3.01189190809096,459063
801,641.8456670991424,348,1,0,0.6804164902998113,0.3989365238074328,39.579622193657116,39.535312300098354,-37.69600285058734,0.4348535776330993,0.022990900182818203,3.1151352826206162,459411
802,628.4675748783504,278,1,0,1.097728300863782,0.39996549439467766,36.760023524435304,36.96759039077828,-37.902336381322186,-0.007403281081816275,0.02363077064024673,2.998004507675445,459689
803,380.03303753081025,600,0,0,0.8187093165998913,0.6585138055679829,38.17083919882774,38.15684979001681,-37.98039314587911,-0.46772919371103244,0.02236897894802193,2.8768485414981844,460289
804,397.06433636157067,514,1,0,0.2329457354286656,0.3998852841586056,48.180440424945104,48.13680260283474,-38.15311181035023,-0.07828125094900683,0.021009962270145056,2.979703049715391,460803
805,712.3673775888103,435,1,0,0.8796733923030664,0.3951993335964394,47.42607663198449,47.7128144034024,-38.53279332566535,-0.08458436832859598,0.020698657083785398,2.978163378814171,461238
806,629.2837724771459,292,1,0,1.1899167625219302,0.39690059817493434,37.3393452600257,37.69118658973746,-38.88690179014859,0.5551832842908494,0.020981012664939444,3.1440078877422906,461530
807,645.7081268146899,299,1,0,0.75941921702472,0.3951297041333093,32.48812849705036,32.416246229988275,-39.030694891377834,0.051467345697325605,0.022001912375058618,3.01344094467801,461829
808,440.05343979466244,600,0,0,1.439454020294702,0.7112753480817273,36.322732535600665,36.5175124802192,-39.28954003016154,0.01683037616467724,0.021995322375247876,3.004375919500987,462429
809,471.3649269203112,600,0,0,1.739507116806473,0.5926622926923747,35.24209235668182,35.36493260999521,-39.52033006032308,-0.005020810129741828,0.022032137404506404,2.99866867740949,463029
810,510.5242265960509,447,1,0,0.21797107334524224,0.3971696554055055,47.67642296934021,47.71198123680132,-39.84247662930414,0.08519247021751115,0.022666892124302434,3.022329569929665,463476
811,282.2443624951255,395,1,0,0.05368596665422204,0.395198208141509,55.623822541176516,55.810160086426556,-39.99063978557345,-0.2596574922245515,0.02181693972383119,2.9319354546220997,463871
812,752.2921805577882,516,1,0,0.5610076462013487,0.39609897362205576,40.75899705868359,40.806957791248955,-40.40207147228625,-0.015442921686195588,0.02115382798478123,2.995926729468412,464387
813,787.6369604726292,487,1,0,1.495003944560491,0.39955554556532924,42.81457559381912,42.90829322910896,-40.49779793271294,0.13007196284509293,0.021745641373510968,3.0339201784231826,464874
814,344.1534799562436,600,0,0,1.6424528670039376,1.308913742367042,45.975966627597806,46.00234020789464,-40.80091452916463,-0.3325136609282345,0.021141517680759232,2.913670639594396,465474
815,634.1475817838186,269,1,0,1.557118145786083,0.3987556949101686,35.66288362559776,35.60200219260716,-41.08799725217004,0.05069104987837125,0.020472453609385897,3.0130049544196145,465743
816,386.9020270901024,600,0,0,0.9966973201845675,0.8842891149540053,29.38019502023856,29.4463627521197,-41.17539671579997,0.10351717732846737,0.020874314997345208,3.0266700859864555,466343
817,744.0524018096061,486,1,0,1.234244387383304,0.3979596348247312,43.11121017893646,43.11858022212982,-41.24451770703979,-0.22609977629572275,0.02056480606504306,2.9417487078733404,466829
818,-74.72369169732957,333,1,0,0.6842154113227611,0.3987280871807564,36.83158338821686,36.73532266946168,-41.24885518987615,-0.04299175593297224,0.02017425266919551,2.9889758728645943,467162
819,397.0951365382749,569,1,0,1.20650013980641,0.39567450317277003,42.01756345031551,41.94457481070855,-41.250680564786514,-0.222986941502441,0.019347167627882664,2.9432841013521216,467731
820,-534.8744007414014,320,1,0,2.2184331269783595,0.39954052723227085,47.05898905545473,46.406423944979906,-41.33840421438217,0.14550852198153735,0.019372360478155316,3.036813548952341,468051
821,245.85091959240037,600,0,0,0.6776594620567411,1.8333896170812807,36.57100037654241,36.937752728859586,-41.5212598991394,0.3420590550887088,0.020206656164179247,3.087684299945831,468651
822,393.1210908157337,494,1,0,0.5307123184248511,0.39787356700671733,46.19019606818072,46.2668046565191,-41.52280821394824,0.13869329422772655,0.021675073986624174,3.0360480204284914,469145
823,636.4008735980387,331,1,0,0.47299255334632173,0.3981842970859123,48.64884912715578,48.129852434659654,-41.516570215138785,-0.21521678536545114,0.021342531482483686,2.9440098132971912,469476
824,619.4935983985804,286,1,0,0.8796759324838013,0.39212038048854003,55.33149675555996,55.22514781751833,-41.73156235434792,0.553631041068714,0.021752957547721746,3.144564062565357,469762
825,72.87367331267667,600,0,0,0.3972020592063711,2.6898873051192034,43.342778867880504,43.06149404088656,-41.7372905476888,0.0019189133991797764,0.022639477516834934,3.0004615501562752,470362
826,484.5630280530628,331,1,0,0.7983883886980209,0.3957085952127252,46.6586055989712,46.696339098708506,-41.957476428628325,0.03811334673416578,0.022509984418839845,3.010035704990168,470693
827,689.6171527955794,530,1,0,0.7525162381696333,0.395001180751462,42.135011444001826,42.39911051741186,-41.92180536378105,-0.19186378228917436,0.02216980635487246,2.949607045695467,471223
828,627.758260355116,397,1,0,0.308093483308914,0.3924065888140192,48.06911723439579,47.68186683498642,-42.3397672638785,-0.044682897008035884,0.02162372946307551,2.9883196552094042,471620
829,726.4776069719846,421,1,0,0.6704767595072045,0.39913417258688083,56.618493942636775,56.511106482594144,-42.387715563921354,0.29803609888726346,0.02224712447216845,3.078129103517872,472041
830,48.2661618929716,600,0,0,0.582610547887092,1.140980445777294,46.45243636329969,46.352232925891876,-42.38649454752604,-0.02965607808281978,0.022701241768275697,2.9921373772621154,472641
831,-193.71554660842887,600,0,0,0.04937669055524463,1.1514243098491403,55.42511298298836,55.57656535426776,-42.70523924509684,0.045319840734203656,0.02284992137923837,3.011931423346202,473241
832,645.2329890787796,345,1,0,0.36617293285943253,0.38869578142151906,44.79312210497649,44.48308755764063,-42.83513050908628,-0.5007844507694245,0.021938596746843793,2.86873739629552,473586
833,306.03114365900035,600,0,0,0.9046706173435631,0.7995663073856463,45.8326194413503,45.93556155403455,-42.924910132090254,-0.21190955055256686,0.02070865501649678,2.945329498052597,474186
834,122.44075941437869,600,0,0,0.25742156406175065,0.8024184901798269,43.77955205798149,43.58595568060875,-42.723251317342125,0.2835599662642926,0.020917172953486444,3.073216174840927,474786
835,638.8767184110233,380,1,0,0.8328091434327338,0.3930202217894511,44.90429103374481,45.14128470044387,-42.94794979095459,0.23295177306587758,0.021840175138296267,3.060985910265069,475166
836,272.19494342829995,600,0,0,0.9582236411827689,0.81284561923431,52.668768854141234,52.59071223100027,-43.19177951812744,-0.09241849660562972,0.0224425979424268,2.9756934213638306,475766
837,430.4500326896716,600,0,0,0.3709142507938088,1.0281430004268213,47.31120340426763,47.25652949968974,-43.586290918986,-0.0051491767664750415,0.021454176235323152,2.9986193803946177,476366
838,604.9253558796088,303,1,0,0.6107796959000704,0.39546640079803097,45.487805434972934,45.27132323000691,-43.85054567544767,0.0793573016380713,0.021869247293609992,3.020762843267359,476669
839,749.5253719507903,438,1,0,1.623781917123683,0.39697829070119434,48.42891091843174,48.80549026678686,-44.22267283261095,0.136222748961895,0.022567831073381586,3.035801174978143,477107
840,640.3260326635902,287,1,0,0.5291183728925667,0.3995284364304518,45.1660210521379,45.48393783087514,-44.021248103018834,-0.10996576023486018,0.022509819052412536,2.9709866578570643,477394
841,416.83434735492204,600,0,0,0.7640995407102424,0.4906444279130428,44.294920035998025,44.48873920321464,-44.64220612843831,-0.004134242789198955,0.02211303883542617,2.998887551228205,477994
842,-1002.2733942576463,600,0,0,0.9353372145898041,2.2344964091775465,51.44936936934789,51.28721856037776,-44.88515336990356,0.13541406016175947,0.02242423662605385,3.0357566674550376,478594
843,232.2978132322632,264,1,0,0.218304037139748,0.38819271493218516,46.60055712046045,46.78483222108899,-45.005516254540645,0.39684327403930103,0.023607033424813188,3.105948780522202,478858
844,652.2972030465805,266,1,0,0.9161395021089829,0.3977827103155616,63.47158285549709,62.922200824981346,-45.096892478770776,0.1517416690581275,0.02469280043518857,3.0407944684638117,479124
845,622.116001885993,217,1,0,0.429834372380584,0.39429919950125014,60.08748606492847,59.93501073424168,-45.197110048636866,-0.26063286169745403,0.024402666991482132,2.92981650752406,479341
846,662.8541059075862,538,1,0,0.6526849851799177,0.3947641220155313,57.97821802011653,57.687583855979945,-45.51841940046686,0.029964821098102293,0.023785454428799754,3.0080208645434183,479879
847,-33.18086921583336,600,0,0,0.9403710567006749,1.9895206796757847,50.54063323497772,50.58391730705897,-45.844299983978274,0.051879278651128215,0.024335201727226377,3.013945547739665,480479
848,612.967328556617,253,1,0,0.5624276928011624,0.3961909448292736,48.22285403470277,49.24525394364308,-45.841284951673664,0.1634803864766251,0.02479221959683028,3.0442067248076787,480732
849,-115.17715836568009,600,0,0,0.5213302572494763,1.9857788824303129,50.37674615462621,50.77504063804945,-46.18992245356242,0.14864819274594387,0.025796467950567604,3.0404989794890085,481332
850,616.7874329698277,212,1,0,1.078441059164053,0.3841077689130288,47.820905486367785,47.83743084489175,-46.51285887664219,0.7033119866413609,0.02694881108220456,3.194492909143556,481544
851,629.4207490637211,242,1,0,1.421174368221099,0.39677228606601866,53.36646844729904,52.99431835915431,-46.93699466295479,0.25519692332845584,0.02825540046338454,3.0715115001378965,481786
852,608.738781129167,368,1,0,0.11212284852035437,0.3977211531415393,46.21554090341796,45.88630956540937,-46.662738489068076,0.18613843085325282,0.029351350659018626,3.0525320308363955,482154
853,806.440204146763,441,1,0,0.707635149715047,0.39942764997935687,56.542609095303106,56.53937819268968,-47.44156984082696,-0.0768166134079027,0.029176295019027326,2.9782326221466064,482595
854,613.401814476144,192,1,0,0.8443926060362505,0.3988545860262952,41.82347467665871,41.62172973652681,-47.56380585829417,-0.2773312778638986,0.028618677887910355,2.9218440105517707,482787
855,276.92666456903675,600,0,0,1.0548671904110618,2.8926760765777755,48.474043386379876,48.229531648159025,-47.76739507675171,0.019550404573480288,0.028022508633633456,3.0054588079452516,483387
856,349.0270187510439,600,0,0,0.6400460161352493,1.3525897357548908,67.32073925296466,67.96741613427798,-48.35788312276205,0.016777655665452283,0.028671458469082912,3.0046969509124755,483987
857,633.2806115134434,302,1,0,0.9840992800371349,0.3958632798296284,41.67365645414946,42.30105763476416,-48.883933250477774,0.23343032223499374,0.029331018068883198,3.0659747368452566,484289
858,659.5844009046443,306,1,0,0.9885952624818696,0.3990405447551414,34.78609402740703,35.20185481021607,-48.86180906358108,0.16517200188260842,0.029962049255427583,3.0470748851501863,484595
859,-174.22303458652738,600,0,0,0.22013502282836683,2.195815288562279,50.3433183157444,50.25219048937162,-48.88804135004679,-0.03196012017937998,0.03040882827093204,2.990840710401535,485195
860,-568.6774980399853,556,1,0,0.07153783566276761,0.3884559982309412,64.69599099896794,64.67958935044652,-49.43333150328492,0.068935928527909,0.02975200125679588,3.0196630830387416,485751
861,641.2625181271902,266,1,0,0.8639972259575542,0.3975563258150373,34.916893530609016,34.9746791904134,-49.574950799009855,0.006220953532011437,0.030587699719445596,3.0017629422639547,486017
862,804.5627036674105,588,1,0,0.7910021660907072,0.39997344069979957,58.64116812887646,58.62664177790791,-49.75223518553234,0.14761922844894687,0.031063528253132997,3.042544352359512,486605
863,584.8741780345348,273,1,0,0.34277139147662605,0.3926799684566737,52.47903883675516,52.271389301879935,-50.160513881361965,-0.06218584223339955,0.03168089279816264,2.9819599507929206,486878
864,675.4273400222528,330,1,0,1.3998785683462034,0.3992773275516447,51.70909047271266,52.12082174546791,-50.374108170018054,0.2449367088801933,0.03233156094722676,3.0712471456238717,487208
865,657.3807519436637,280,1,0,1.3426821573549688,0.3985165874383571,53.53118891716004,53.66615930029324,-50.479283687046596,0.08761081892464842,0.033142404657389435,3.0256584891251155,487488
866,131.50925616694707,600,0,0,0.977056361197135,3.300103265146189,52.18860817233721,52.38395048856735,-50.91013245264689,-0.1497960232027496,0.03200818502654632,2.9562434418996175,488088
867,617.1364892312014,227,1,0,1.1736188089739077,0.34403952429226925,65.52963354514034,65.49764060028849,-51.26340067859263,-0.11900693851847217,0.03139847283977769,2.965491326369903,488315
868,421.3299529121884,600,0,0,1.3186117036185427,0.4419282974304723,56.341664246320725,55.986752959092456,-52.00567256291708,0.12455881888978183,0.03219928892329335,3.0361313835779824,488915
869,641.3718151945661,249,1,0,1.3196750119676555,0.3955053100893704,66.10239152544473,66.59082463658957,-52.678321332816616,0.17871288767451024,0.0327366312374791,3.052280068876274,489164
870,-409.67662083865923,94,0,1,-0.001272076895772356,9.132209828762663,65.78209708599334,66.17895895115872,-52.873390278917675,0.5522008973788074,0.03340980370945119,3.16254971128829,489258
871,683.5474955417035,310,1,0,1.6294491144860723,0.3998684404762781,53.955430456899826,54.281508458045224,-52.96287268361738,0.010657184775317869,0.034162328824881585,3.0031249184762276,489568
872,465.45881272506534,600,0,0,0.67795021038433,0.5981215445762689,46.507034216721856,46.5987889778614,-53.263092091878256,-0.12822488829803963,0.032939759486665325,2.962205758889516,490168
873,670.2432452383944,285,1,0,1.2360955753682226,0.3985631453759241,50.54487297660426,50.77783529883937,-53.83236253972639,0.084499535539694,0.033310681790636294,3.0247190023723403,490453
874,764.0457858376317,447,1,0,1.458453284196462,0.39898798534684893,55.94594137460594,55.83258325728261,-54.19497940097612,0.08944211038500403,0.033182265782849635,3.026306390762329,490900
875,310.5124525786918,187,1,0,0.101390768858588,0.39562605195002165,39.28704826334581,38.832260635447376,-54.75443649291992,0.21885211951034592,0.0341478377421272,3.064752819703862,491087
876,653.9608912235417,279,1,0,0.42421282265002946,0.39924399926207504,64.62328971329556,64.44147710560898,-54.973546113591894,0.1203747289956257,0.03438946124046079,3.0357365360396735,491366
877,722.1339868213613,335,1,0,1.0426443651044706,0.3988368074602569,49.96207983814069,50.412884401919236,-55.23828107919266,-0.3285818619736985,0.03406759070149108,2.902680412691031,491701
878,427.5842205266458,600,0,0,0.7765824930164451,0.9944205615380792,53.125082194805145,53.190567608674364,-56.009811617533366,-0.021910000384474795,0.03230619788790742,2.993498903910319,492301
879,720.857966372829,366,1,0,0.979080832645553,0.39892922152184507,37.24118646637338,37.223973685926424,-56.642945617925925,0.5793044466240321,0.03516700056691965,3.1719093127328843,492667
880,641.3438273948284,268,1,0,1.5780132335068182,0.391759878431609,54.82202688793638,54.95765744928104,-56.8761573763036,-0.21204260520553633,0.0355919287887527,2.9364152906545953,492935
881,623.2211713976873,217,1,0,0.5101809899813752,0.39795439282272155,52.37641832026468,52.720679021650746,-57.18177415698355,0.08534094361665612,0.0351502641795143,3.025491577139648,493152
882,614.4608513958808,321,1,0,0.4791227127849873,0.39233657882238654,41.027839189006535,42.08152322531489,-57.601970304209864,0.23898077316326888,0.035991368507763306,3.0718376346837695,493473
883,630.6214266020713,222,1,0,1.4241481540898262,0.39842198227345615,50.57611053054397,50.38332755071623,-57.98710034344647,0.1712060488324176,0.036997992075509856,3.051769071871096,493695
884,641.8642594750218,279,1,0,1.2661234725768358,0.393377689806412,42.60173891863943,42.71058923112876,-58.61985767870394,-0.24337711746013294,0.03650102230276258,2.926330895406798,493974
885,830.8762464867659,486,1,0,0.8868516744131171,0.393904213206392,54.34591923132845,54.605287197686025,-58.75829704504445,-0.020189619029071106,0.03663559573024144,2.993861405447187,494460
886,639.8107603939419,254,1,0,1.3605361703272698,0.39717823492983684,45.75679041081526,45.42558387884005,-59.592345245241184,-0.025830023034703074,0.03572125501168056,2.9922043563812735,494714
887,322.55621902818655,297,1,0,0.032363166272565635,0.3965937004119612,58.93430269125736,58.941732768659236,-59.6914071233987,0.0754347462395225,0.03630494016539368,3.0226320802964746,495011
888,605.9493212967204,233,1,0,0.9460276983673015,0.39726561942922417,50.225098607877804,49.42499862003736,-59.85190709977702,0.0719205268974468,0.03642605465752884,3.0216725588868103,495244
889,739.7996117759926,433,1,0,0.7859909488476402,0.3962837180357532,48.8264747491885,48.804326956046374,-61.02295942945238,0.1375607210824451,0.03692473736150711,3.0416709402141615,495677
890,621.418608153494,194,1,0,0.9059206859177052,0.39676527678963075,53.30010803212824,53.54741447979642,-61.65480556684671,0.223833573233221,0.03784706531879828,3.068284023668348,495871
891,631.3749056201771,535,1,0,0.891990145948491,0.39417744520659725,54.25776223066811,54.23426280779259,-62.06544451134227,0.07207246710346124,0.03872868136685585,3.0220729778860216,496406
892,607.8953812471108,167,1,0,0.9106471719795031,0.3884380387929941,57.16088426041746,56.97139695161831,-63.032211509293425,0.009589195519150374,0.038851457843166626,3.0029311008796005,496573
893,603.7224172252145,201,1,0,2.0137898441830857,0.39520886973419633,55.58564213615152,55.43379479735645,-62.76614890406974,0.2118201105860039,0.03912542949416744,3.065344270782091,496774
894,704.676820593945,541,1,0,0.48168135955021785,0.3918360435820662,52.75894215631397,53.19409183477518,-63.505936056761115,-0.015668611732516404,0.04012927944580861,2.9950515743544712,497315
895,613.7826434251581,191,1,0,0.9030505879540807,0.39564348758969575,57.352124868263125,58.152872889453825,-64.14569894680803,0.01204502894616252,0.039381354403589405,3.0037101638254695,497506
896,568.7241080271643,194,1,0,0.3858513804614716,0.397362062573462,43.433530812410964,43.43651517887705,-64.50030668986213,0.14282929753289395,0.039791961133326455,3.0442449714719633,497700
897,617.2161118946981,204,1,0,1.2242341683251012,0.3936417952653082,58.701263123867555,58.94442682055866,-64.59376178068273,-0.1006484733547504,0.03988544129784785,2.968769865877488,497904
898,608.8913210585615,180,1,0,1.8980419722969324,0.3945566621974699,58.49556142754025,58.957188823488025,-65.21371760898167,-0.01349636630879508,0.03960938033544355,2.99580723312166,498084
899,636.2838592214582,249,1,0,1.9713400170691417,0.3974796375840247,65.46421437282639,66.42392924703269,-65.38728291155344,0.2746823162259347,0.039963457868041764,3.0853492390199837,498333
900,-248.34793744293194,58,0,1,-0.008236612199532756,8.772564945310275,63.85616780149525,63.43255085780703,-65.78074264526367,-0.029285690137024582,0.04076726207959241,2.990838416691484,498391
901,627.6379010227024,260,1,0,1.5672994157380837,0.3941368949952537,56.42481439847212,56.27197673687568,-66.22606840867263,0.2705556374186507,0.041345379343972755,3.084855501468365,498651
902,621.5177371651387,241,1,0,0.49113406479249355,0.3955407974284321,63.142589456312884,63.974532722932175,-66.93931242440252,0.34519320970625306,0.04276476732428143,3.109489429046504,498892
903,-429.79853164182816,79,0,1,-0.04242379684017328,6.374661042498207,54.29846656171581,55.67565845537789,-67.14191359507886,0.226070484122898,0.04368652502381349,3.0722055223923697,498971
904,630.9166420575825,192,1,0,1.7179859944818452,0.3890675553657557,62.77306713163853,63.71767681092024,-67.40334208806355,-0.12988763314206153,0.043722252148048334,2.958467658609152,499163
905,-152.08337010949933,81,0,1,-0.01810601139901391,4.43645452228756,46.00347268139875,47.95837177464991,-67.64776493590556,-0.48475109068331895,0.043104981658635314,2.8457040286358493,499244
906,670.2930232772031,263,1,0,1.1633306710313052,0.3909675696753128,49.36519478663745,49.854260256081936,-67.60192628867726,0.10787931938758367,0.04289313456744749,3.034238253256214,499507
907,743.0757794437596,405,1,0,0.829531901989691,0.39988222288861963,51.55484663586557,51.16097253870081,-68.03704617347246,-0.04374548838830289,0.043228434890876584,2.9860597121862718,499912
908,661.3136487913486,232,1,0,1.7180681655865104,0.3974438196680891,49.49851617525364,50.26192336863485,-69.1069261616674,0.09697717293326197,0.04318835453033961,3.0308333512010246,500144
909,-311.7450666943211,35,0,1,-0.015035852361900415,10.532214575178692,61.725248323168074,63.29554669516427,-68.70145961216518,-0.31834793431418285,0.04330446273088455,2.8986011028289793,500179
910,640.9307048377576,210,1,0,1.5878549068972023,0.39382658128371284,58.31874957992917,60.054278514498755,-69.85559928530739,-0.10619207648560405,0.04278815321269489,2.966215986297244,500389
911,612.734897698459,184,1,0,1.2929171526545602,0.3876609042134293,54.16857789132906,54.96148413160573,-69.63167663242506,-0.02746435880418057,0.04249714013270062,2.9912506873192997,500573
912,-168.59233108755802,80,0,1,-0.004258335070493113,6.384622250537138,47.15783101916313,46.34629173278809,-69.88555932044983,-0.11668996764346957,0.04261069828644395,2.9630048364400863,500653
913,604.0662077027096,165,1,0,1.0588262994593232,0.3950757293059786,55.29432617245298,55.49956023765333,-70.58450608686967,0.5998621225357056,0.04310487100120747,3.1909776745420513,500818
914,614.8705527307403,170,1,0,1.4748011767015479,0.3950843216496349,46.905702007518094,46.35782006768619,-70.7099266501034,0.4607301742714994,0.04524534874979187,3.1485452020869538,500988
915,-164.43210686770558,71,0,1,-0.02934298209021613,5.70790867343976,53.82914642548897,54.86402807772999,-70.39104859258087,0.22982340778263521,0.04599991739845612,3.074600548811362,501059
916,607.2774944766579,157,1,0,0.5813607236275931,0.39631916916698495,48.59146931520693,48.95238156834985,-71.41546434050153,0.1560352324822526,0.04629204849338835,3.0508001761831296,501216
917,642.7969819286046,354,1,0,0.6723514887498155,0.33535606147485986,76.00583355709658,75.81186751726656,-71.97815010372528,0.13158221650437193,0.046846772202074866,3.0430152045804904,501570
918,425.0622565825014,162,1,0,0.08098828639830957,0.3990687960968454,62.293757997913126,62.86402878643554,-72.08177877355504,-0.27155491069281174,0.04717598225415489,2.9110105479205095,501732
919,799.7648825700459,470,1,0,0.46874055506354695,0.39183813119151123,66.9877818838079,66.98103573778842,-72.74889013412151,-0.13684807017524825,0.045210309501024004,2.955404862951725,502202
920,396.8937804812777,600,0,0,1.3781642956678808,1.3576383249060704,63.9954945675532,64.57774289687474,-74.0305606842041,-0.05584770786265532,0.04585898679991563,2.981892431974411,502802
921,318.55491671613834,270,1,0,0.18426541475617408,0.39403124806884815,72.04845505467168,73.28426124961288,-74.14507042213722,-0.2297689892489601,0.04429025452722002,2.926306813734549,503072
922,619.7319596284494,184,1,0,1.0032840067389508,0.39653905221289676,70.67499721050262,70.85592740515004,-74.62776341645613,0.2539793346077204,0.04372174064021395,3.0812084648920144,503256
923,629.230786791451,209,1,0,1.0814988753173589,0.39711822053137774,68.77368385597849,70.29100846787959,-75.64732178318444,0.3094281347459583,0.04508898047168859,3.0997240965446218,503465
924,624.9928181260049,197,1,0,0.9686461576606077,0.3915370487688311,59.56354687298615,59.06361101121467,-76.35661676087355,0.16303070717807955,0.04576743653204841,3.0528745651245117,503662
