episode,total_steps,train_reward,train_success,train_collision,train_steps,train_final_distance,train_min_clearance,train_path_length,alpha,eval_reward_mean,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_final_distance_mean,eval_min_clearance_mean,eval_path_length_mean,best_score
20,4326,-322.5779099408537,0.0,1.0,55,7.2976837158203125,-0.042914390563964844,4.010694714495912,0.10702668875455856,-328.39843056933023,0.0,1.0,56.2,7.337886691093445,-0.05418507754802704,4.098475834226702,-646.6695740355178
21,4383,-318.34196093305945,0.0,1.0,57,7.358850955963135,-0.022382676601409912,4.076223238371313,0.10693313181400299,,,,,,,,
22,4440,-327.3151117870584,0.0,1.0,57,7.163214206695557,-0.09569579362869263,4.227521471737418,0.10687514394521713,,,,,,,,
23,4512,-316.26062207855284,0.0,1.0,72,4.770606517791748,-0.1290847659111023,6.539883847581223,0.1070709377527237,,,,,,,,
24,4568,-328.30116717517376,0.0,1.0,56,6.806097030639648,-0.03616875410079956,4.503407333046198,0.1074301078915596,,,,,,,,
25,4640,-424.65234334021807,0.0,1.0,72,4.862160682678223,-0.0398942232131958,6.525045221904293,0.10774866491556168,,,,,,,,
26,4696,-322.9231314677745,0.0,1.0,56,7.099421977996826,-0.05946493148803711,4.213562250835821,0.1079394742846489,,,,,,,,
27,4755,-331.2103066444397,0.0,1.0,59,6.80961799621582,-0.04093813896179199,4.495249517727643,0.10800609737634659,,,,,,,,
28,4812,-321.40025105979294,0.0,1.0,57,6.925856113433838,-0.012629270553588867,4.287527204258367,0.10814464837312698,,,,,,,,
29,4868,-328.42816966585815,0.0,1.0,56,7.060863494873047,-0.07143336534500122,4.188163749873638,0.10811404883861542,,,,,,,,
30,4924,-314.3503257855773,0.0,1.0,56,7.235786437988281,-0.03544199466705322,4.170572499977425,0.10813474655151367,-322.56363809946924,0.0,1.0,55.2,7.2760731935501095,-0.05984932780265808,4.064047847269103,-638.1125782344491
31,4981,-336.2322259545326,0.0,1.0,57,7.212396144866943,-0.11852067708969116,4.084324199706316,0.10816780477762222,,,,,,,,
32,5037,-331.2757254932076,0.0,1.0,56,7.193113803863525,-0.10506069660186768,4.1320751663297415,0.10807441174983978,,,,,,,,
33,5095,-315.7197022535838,0.0,1.0,58,7.17838191986084,-0.046188294887542725,4.298217557137832,0.10773304849863052,,,,,,,,
34,5152,-328.3145321570337,0.0,1.0,57,7.2160468101501465,-0.08301562070846558,4.198937939945608,0.10737159103155136,,,,,,,,
35,5209,-333.378489241004,0.0,1.0,57,7.165926456451416,-0.018718063831329346,4.068280822364613,0.10739140957593918,,,,,,,,
36,5268,-343.3503947528079,0.0,1.0,59,7.161929130554199,-0.04042559862136841,4.142956989584491,0.10758297145366669,,,,,,,,
37,5327,-349.56359977833927,0.0,1.0,59,6.966954708099365,-0.03376448154449463,4.403156188083813,0.10739197582006454,,,,,,,,
38,5647,-62.36679317895323,0.0,0.0,320,3.154606819152832,0.0924997329711914,30.695074134273455,0.10678964108228683,,,,,,,,
39,5709,-358.8042971501127,0.0,1.0,62,6.866146087646484,-0.00019121170043945312,4.526793546974659,0.10720757395029068,,,,,,,,
40,6029,-279.147464257665,0.0,0.0,320,7.5584797859191895,0.019524216651916504,33.110464877216145,0.10937505960464478,-351.558467782801,0.0,1.0,58.05,6.935220003128052,-0.024597737193107604,4.381359481124673,-638.1125782344491
41,6086,-326.1049590520561,0.0,1.0,57,7.204133987426758,-0.05545496940612793,4.231471881037578,0.10991833359003067,,,,,,,,
42,6406,-192.00384270679206,0.0,0.0,320,7.079074382781982,0.10478043556213379,33.47633521258831,0.11381389945745468,,,,,,,,
43,6461,-313.7830822169781,0.0,1.0,55,7.29874324798584,-0.013499200344085693,4.140591758303344,0.11475245654582977,,,,,,,,
44,6516,-335.7850364819169,0.0,1.0,55,7.240509033203125,-0.0962187647819519,4.11481769871898,0.11578818410634995,,,,,,,,
45,6570,-315.2878209464252,0.0,1.0,54,7.286628246307373,-0.011765122413635254,4.0764658285770565,0.1171623021364212,,,,,,,,
46,6624,-311.89277282729745,0.0,1.0,54,7.318430423736572,-0.0016924142837524414,4.114656717516482,0.11853600293397903,,,,,,,,
47,6678,-327.03047716617584,0.0,1.0,54,7.326925277709961,-0.05264747142791748,4.0113455737009645,0.12004772573709488,,,,,,,,
48,6731,-325.76765625178814,0.0,1.0,53,7.142719268798828,-0.07109588384628296,4.234481795458123,0.12149261683225632,,,,,,,,
49,6784,-328.635297998786,0.0,1.0,53,7.224612712860107,-0.06416428089141846,4.020004585618153,0.12320143729448318,,,,,,,,
50,6837,-309.8850229717791,0.0,1.0,53,7.343847274780273,-0.0007770657539367676,4.084278100868687,0.12463583797216415,-326.4464515092783,0.0,1.0,53.65,7.274638700485229,-0.06221649944782257,4.0826815921464,-638.1125782344491
51,6890,-323.6550615131855,0.0,1.0,53,7.243485450744629,-0.08084231615066528,4.141050999052823,0.12611138820648193,,,,,,,,
52,6944,-337.15038638189435,0.0,1.0,54,7.217501163482666,-0.1203305721282959,4.08073916239664,0.12745796144008636,,,,,,,,
53,6998,-327.8911542063579,0.0,1.0,54,7.247566223144531,-0.11197274923324585,4.238797201542184,0.1290418952703476,,,,,,,,
54,7052,-335.3617447782308,0.0,1.0,54,7.239263534545898,-0.12552881240844727,4.117945380043238,0.13097882270812988,,,,,,,,
55,7106,-343.3417843170464,0.0,1.0,54,7.268798828125,-0.1263725757598877,4.123516057617962,0.13274116814136505,,,,,,,,
56,7160,-326.88588088098913,0.0,1.0,54,7.289735794067383,-0.11009395122528076,4.213684533955529,0.134426087141037,,,,,,,,
57,7213,-317.23504395596683,0.0,1.0,53,7.349233150482178,-0.04612863063812256,4.078154663089663,0.13627898693084717,,,,,,,,
58,7265,-313.04597155796364,0.0,1.0,52,7.331598281860352,-0.02908945083618164,4.0570370513014495,0.13799965381622314,,,,,,,,
59,7317,-312.6937706377357,0.0,1.0,52,7.3629584312438965,-0.013502299785614014,4.015918897464871,0.13960109651088715,,,,,,,,
60,7371,-323.70933989062905,0.0,1.0,54,7.335623264312744,-0.04594308137893677,4.163923895917833,0.14155158400535583,-325.37196450764316,0.0,1.0,53.0,7.3083740234375,-0.08458823561668397,4.129116721602623,-637.4632352840622
61,7425,-313.6015673521906,0.0,1.0,54,7.390687465667725,-0.005130171775817871,4.173381840344518,0.14366139471530914,,,,,,,,
62,7478,-323.1908840481192,0.0,1.0,53,7.336709976196289,-0.06483930349349976,4.105864991666749,0.14571410417556763,,,,,,,,
63,7532,-336.34591197036207,0.0,1.0,54,7.269671440124512,-0.1307094693183899,4.25356683251448,0.14777052402496338,,,,,,,,
64,7586,-335.83414049912244,0.0,1.0,54,7.270285606384277,-0.11621516942977905,4.24167322809808,0.1499643474817276,,,,,,,,
65,7639,-324.8009715266526,0.0,1.0,53,7.304675579071045,-0.09801799058914185,4.220066803041846,0.1522739827632904,,,,,,,,
66,7692,-339.5445818901062,0.0,1.0,53,7.288079261779785,-0.10584545135498047,4.097993268864229,0.15484073758125305,,,,,,,,
67,7750,-333.75292985886335,0.0,1.0,58,7.183718204498291,-0.01661282777786255,4.511565400986001,0.15677738189697266,,,,,,,,
68,7807,-336.9275979916565,0.0,1.0,57,7.262645244598389,-0.06955891847610474,4.339001324959099,0.15892121195793152,,,,,,,,
69,8127,-548.1786873210222,0.0,0.0,320,21.20162010192871,1.0305185317993164,37.660180035280064,0.17220604419708252,,,,,,,,
70,8447,-290.7654699794948,0.0,0.0,320,14.544842720031738,0.4905052185058594,35.78657239302993,0.18465615808963776,-472.2771759194555,0.0,0.0,420.0,17.341502571105956,0.5854146182537079,50.05641624606214,-637.4632352840622
71,8767,-284.2500979267061,0.0,0.0,320,13.99062442779541,0.7862284183502197,36.02605799888261,0.199204221367836,,,,,,,,
72,9087,-354.7317571621388,0.0,0.0,320,16.083114624023438,0.7732175588607788,35.93788683717139,0.2153773456811905,,,,,,,,
73,9407,-328.9684620788321,0.0,0.0,320,15.208549499511719,0.7956256866455078,35.98788655200042,0.23159970343112946,,,,,,,,
74,9727,-289.135600724956,0.0,0.0,320,14.114574432373047,1.3808329105377197,36.16215548152104,0.24659118056297302,,,,,,,,
75,10047,-93.87164669507183,0.0,0.0,320,6.984203338623047,1.2923893928527832,35.80139705399051,0.2615000307559967,,,,,,,,
76,10367,40.29964651912451,0.0,0.0,320,5.719664096832275,1.749572992324829,35.92158614262007,0.2701318860054016,,,,,,,,
77,10687,57.2507658964023,0.0,0.0,320,5.162456512451172,1.4535341262817383,35.707194285001606,0.27390196919441223,,,,,,,,
78,11007,93.63692176528275,0.0,0.0,320,3.8111860752105713,1.833949089050293,36.04619920090772,0.2746448218822479,,,,,,,,
79,11327,153.34703626530245,0.0,0.0,320,2.049112558364868,1.9896955490112305,35.35532268881798,0.26708701252937317,,,,,,,,
80,11647,154.43924872763455,0.0,0.0,320,1.953129768371582,2.223926305770874,34.881209643092006,0.2586003839969635,-220.54642767572076,0.0,0.0,420.0,11.779978370666504,2.1991766929626464,46.796326482016596,-637.4632352840622
81,11967,103.00611046794802,0.0,0.0,320,3.1876723766326904,2.3790669441223145,34.38163836346939,0.252230703830719,,,,,,,,
82,12287,146.03531312104315,0.0,0.0,320,2.052135944366455,2.343672752380371,33.48219649679959,0.24955958127975464,,,,,,,,
83,12607,-100.9300830103457,0.0,0.0,320,8.514470100402832,2.533400297164917,31.18942285492085,0.25217828154563904,,,,,,,,
84,12927,-147.05094324192032,0.0,0.0,320,9.71563720703125,2.693256378173828,29.83225550292991,0.25804299116134644,,,,,,,,
85,13247,-378.03360935719684,0.0,0.0,320,15.998746871948242,2.6765997409820557,26.968783546006307,0.26190707087516785,,,,,,,,
86,13567,-348.8604358518496,0.0,0.0,320,15.172574996948242,2.9026265144348145,27.340528471628204,0.25588032603263855,,,,,,,,
87,13887,-213.72654359508306,0.0,0.0,320,11.491622924804688,2.8779168128967285,29.17429031105712,0.2530536651611328,,,,,,,,
88,14207,-15.717593135428615,0.0,0.0,320,6.361575603485107,2.060969114303589,30.016224486287683,0.2522766888141632,,,,,,,,
89,14527,-545.5095929950476,0.0,0.0,320,20.74619483947754,2.297940731048584,26.58477204758674,0.2538546919822693,,,,,,,,
90,14847,63.97871541790664,0.0,0.0,320,4.481863975524902,1.4961395263671875,29.25706000428181,0.2524080276489258,-13.816333614179166,0.0,0.0,420.0,2.244165164232254,1.431229591369629,41.707993681257356,-637.4632352840622
91,15167,-112.3042684495449,0.0,0.0,320,8.9944429397583,2.3512821197509766,26.748210626887158,0.24946922063827515,,,,,,,,
92,15487,84.55691867694259,0.0,0.0,320,3.993638038635254,0.6715058088302612,29.00690342905,0.24754485487937927,,,,,,,,
93,15807,-244.38441450917162,0.0,0.0,320,13.01072883605957,2.3086953163146973,18.32631694735028,0.24438759684562683,,,,,,,,
94,16127,-246.1274845204316,0.0,0.0,320,12.971327781677246,2.294004201889038,18.056964602321386,0.2451682686805725,,,,,,,,
95,16447,20.04196590790525,0.0,0.0,320,5.7552080154418945,2.052631139755249,25.422334117116407,0.24659423530101776,,,,,,,,
96,16767,-133.45526779117063,0.0,0.0,320,9.723992347717285,1.894601821899414,5.492229221388698,0.2438937872648239,,,,,,,,
97,17087,-299.9518063417636,0.0,1.0,320,2.2132630348205566,-0.061280906200408936,28.09181500878185,0.2368747889995575,,,,,,,,
98,17407,107.3543595932424,0.0,0.0,320,3.4130499362945557,1.1847341060638428,28.47721901535988,0.23523421585559845,,,,,,,,
99,17727,91.7701320531778,0.0,0.0,320,3.832943916320801,1.328249454498291,27.498868480091915,0.24158021807670593,,,,,,,,
100,18047,-81.40904819499701,0.0,0.0,320,8.489269256591797,1.295304536819458,5.00251303287223,0.23459292948246002,-120.8623537676527,0.0,0.0,420.0,8.345973014831543,1.1374562978744507,3.7748057409349713,-637.4632352840622
101,18367,-137.39017810032237,0.0,0.0,320,5.965383052825928,0.23291528224945068,20.30877628456801,0.2403675764799118,,,,,,,,
102,18652,-364.508779943455,0.0,1.0,285,5.6978068351745605,-0.057192444801330566,24.591825866140425,0.2425730675458908,,,,,,,,
103,18972,49.59569012990687,0.0,0.0,320,5.316126823425293,1.60676908493042,20.334981401450932,0.2525690197944641,,,,,,,,
104,19240,-302.6636411435902,0.0,1.0,268,3.3547372817993164,-0.055122315883636475,22.702788585913368,0.24975287914276123,,,,,,,,
105,19560,-12.653042630758137,0.0,0.0,320,6.507070541381836,1.5271520614624023,14.546143470564857,0.24788877367973328,,,,,,,,
106,19819,-366.1812764732167,0.0,1.0,259,5.820005893707275,-0.03888094425201416,22.03393460949883,0.24715864658355713,,,,,,,,
107,20139,-126.79621262161527,0.0,0.0,320,9.75869083404541,1.7735989093780518,8.932491560932249,0.2391287386417389,,,,,,,,
108,20459,47.052260922733694,0.0,0.0,320,5.381962299346924,1.0390160083770752,21.43820106377825,0.23452861607074738,,,,,,,,
109,20779,-33.67104078922421,0.0,0.0,320,7.473167419433594,1.7900352478027344,21.431457207072526,0.22828342020511627,,,,,,,,
110,21099,6.3221149649471045,0.0,0.0,320,6.224092960357666,1.1510441303253174,17.831240305211395,0.22392606735229492,-342.6089404509729,0.0,0.75,402.0,6.136590504646302,0.09191899299621582,24.432244454865575,-637.4632352840622
111,21419,40.84450863022357,0.0,0.0,320,5.3972039222717285,0.7469364404678345,16.463787544053048,0.2279975861310959,,,,,,,,
112,21739,94.18372373469174,0.0,0.0,320,2.311002492904663,0.08161556720733643,21.325432027922943,0.23025807738304138,,,,,,,,
113,22059,-126.32208890188485,0.0,0.0,320,10.0460786819458,1.8482966423034668,24.340377116110176,0.23246712982654572,,,,,,,,
114,22379,73.54558326210827,0.0,0.0,320,4.39402961730957,2.107553005218506,19.998216188745573,0.2373986393213272,,,,,,,,
115,22699,20.00281040230766,0.0,0.0,320,5.908566951751709,1.7422938346862793,13.746188220568001,0.23860330879688263,,,,,,,,
116,23019,-243.4138248306699,0.0,0.0,320,13.262508392333984,2.477165460586548,23.66511607496068,0.23921377956867218,,,,,,,,
117,23339,-217.3596541741863,0.0,0.0,320,12.350152015686035,1.88704252243042,16.11181212682277,0.2451551854610443,,,,,,,,
118,23659,60.63679941231385,0.0,0.0,320,5.219265937805176,2.246351480484009,20.13415002846159,0.2509119510650635,,,,,,,,
119,23979,-102.9312616395764,0.0,0.0,320,9.375493049621582,2.3792567253112793,13.09647720050998,0.24627187848091125,,,,,,,,
120,24299,-329.1671042554808,0.0,0.0,320,15.372299194335938,2.3857779502868652,17.981812788988464,0.23711566627025604,-301.021823216273,0.0,1.0,357.55,1.2525713980197906,-0.06363940834999085,22.459656002535485,-637.4632352840622
121,24619,-257.99282393977046,0.0,0.0,320,13.620311737060547,2.5283477306365967,18.307189882732928,0.23457710444927216,,,,,,,,
122,24939,133.35580981930252,0.0,0.0,320,3.1647965908050537,1.9832758903503418,20.202450049342588,0.2342330664396286,,,,,,,,
123,25259,120.75964663363993,0.0,0.0,320,3.5225980281829834,2.4520092010498047,20.432504774071276,0.23376289010047913,,,,,,,,
124,25579,-715.7872551437467,0.0,0.0,320,25.782840728759766,1.7419722080230713,27.631743556819856,0.23747526109218597,,,,,,,,
125,25899,68.42519157088827,0.0,0.0,320,3.2436137199401855,0.9752281904220581,19.80359819624573,0.24803800880908966,,,,,,,,
126,26219,80.98363884398714,0.0,0.0,320,4.79490852355957,1.3112874031066895,21.27420285437256,0.2481515258550644,,,,,,,,
127,26539,-90.34238095174078,0.0,0.0,320,8.13924503326416,1.1100800037384033,24.003948470344767,0.2496003359556198,,,,,,,,
128,26859,43.20838931319304,0.0,0.0,320,5.836008071899414,1.4082608222961426,21.412031420739368,0.25101014971733093,,,,,,,,
129,27179,-7.677582188975066,0.0,0.0,320,7.354291915893555,1.2642581462860107,21.908531971508637,0.24127957224845886,,,,,,,,
130,27499,148.43259434611537,0.0,0.0,320,2.934351682662964,1.3257241249084473,21.516189918620512,0.23849044740200043,-300.1172915784584,0.0,0.0,420.0,11.087555742263794,0.12289345860481263,35.97778193176491,-637.4632352840622
131,27819,18.720247318502516,0.0,0.0,320,5.52628755569458,1.0366816520690918,21.316605192841962,0.2352011352777481,,,,,,,,
132,28139,97.49028809997253,0.0,0.0,320,3.058154821395874,0.9232231974601746,20.003548031672835,0.2336575835943222,,,,,,,,
133,28459,52.59849813953042,0.0,0.0,320,3.6388564109802246,0.7690349221229553,20.723312583053485,0.23539721965789795,,,,,,,,
134,28779,82.75408399058506,0.0,0.0,320,2.610246181488037,0.7306566834449768,20.772384028648958,0.23902393877506256,,,,,,,,
135,29099,-101.51218259893358,0.0,0.0,320,7.42727518081665,0.5962135195732117,22.990801650099456,0.24037401378154755,,,,,,,,
136,29419,-282.62845028936863,0.0,0.0,320,7.425936222076416,0.10712242126464844,24.474480081582442,0.2364177256822586,,,,,,,,
137,29614,-264.928776178509,0.0,1.0,195,1.2355090379714966,-0.005587220191955566,14.33053720695898,0.23465493321418762,,,,,,,,
138,29811,-210.46793475747108,0.0,1.0,197,1.8670986890792847,-0.05478346347808838,14.002734335605055,0.23380690813064575,,,,,,,,
139,30005,-235.19075931422412,0.0,1.0,194,2.1199429035186768,-0.06393933296203613,14.064641733188182,0.23118740320205688,,,,,,,,
140,30251,-214.7132143289782,0.0,1.0,246,1.2134501934051514,-0.07501119375228882,20.22443566424772,0.22548380494117737,-263.8154225412145,0.0,1.0,183.55,3.4198187470436094,-0.025847259163856506,12.949919296358711,-637.4632352840622
141,30416,-265.69731196621433,0.0,1.0,165,3.6724414825439453,-0.08622884750366211,12.425941283116117,0.22294361889362335,,,,,,,,
142,30584,-244.95107018388808,0.0,1.0,168,3.9020285606384277,-0.0008422136306762695,12.58350043790415,0.22039400041103363,,,,,,,,
143,30904,-156.62966459430754,0.0,0.0,320,9.740579605102539,1.0212106704711914,31.652197513030842,0.21473799645900726,,,,,,,,
144,31224,-146.89716318948194,0.0,0.0,320,11.329168319702148,1.2584044933319092,32.230021031340584,0.21319949626922607,,,,,,,,
145,31544,-186.73346107359976,0.0,0.0,320,12.497673034667969,1.111065149307251,32.73946160473861,0.21545636653900146,,,,,,,,
146,31864,-231.32337484625168,0.0,0.0,320,13.762866020202637,1.385296106338501,33.73607616242953,0.21568331122398376,,,,,,,,
147,32184,-199.06640999484807,0.0,0.0,320,12.767051696777344,0.9454824924468994,32.51213866029866,0.2149035781621933,,,,,,,,
148,32504,-190.7631783336401,0.0,0.0,320,12.555448532104492,1.3932948112487793,32.060868004802614,0.21516792476177216,,,,,,,,
149,32824,-231.5696018137969,0.0,0.0,320,13.81973648071289,1.5191900730133057,33.25201822887175,0.21862980723381042,,,,,,,,
150,33144,-218.95106678828597,0.0,0.0,320,13.481284141540527,1.474567174911499,33.15034504060168,0.21925434470176697,-500.3898718188255,0.0,0.0,420.0,19.782049083709715,1.447268009185791,44.898963265831114,-637.4632352840622
151,33464,-195.0005773899611,0.0,0.0,320,12.014655113220215,1.2697319984436035,30.771976803895086,0.2111474573612213,,,,,,,,
152,33784,-287.2462635934353,0.0,0.0,320,12.144204139709473,1.1747055053710938,29.795574118150398,0.20627228915691376,,,,,,,,
153,34104,-292.5912784440443,0.0,0.0,320,12.169590950012207,0.29836803674697876,29.08974570175633,0.2048688679933548,,,,,,,,
154,34424,-163.51775412634015,0.0,0.0,320,9.422868728637695,0.6426953673362732,26.79203801159747,0.2037394493818283,,,,,,,,
155,34637,-198.86087835486978,0.0,1.0,213,1.1227937936782837,-0.012079834938049316,15.932575069833547,0.20256641507148743,,,,,,,,
156,34864,-615.1050294451416,0.0,1.0,227,3.4355931282043457,-0.03668344020843506,15.657084997976199,0.2039235681295395,,,,,,,,
157,35071,-369.98254691809416,0.0,1.0,207,2.396315574645996,-0.0020870566368103027,14.008516303263605,0.20406021177768707,,,,,,,,
158,35250,-242.44465181883425,0.0,1.0,179,1.9504790306091309,-0.02520996332168579,13.468016086611897,0.20364104211330414,,,,,,,,
159,35449,-231.56318494677544,0.0,1.0,199,1.8068535327911377,-0.049053847789764404,14.346567776286975,0.20365262031555176,,,,,,,,
160,35649,-235.74500946700573,0.0,1.0,200,1.7361842393875122,-0.04258781671524048,14.35785048129037,0.2029656171798706,-242.2347986400593,0.0,1.0,200.75,2.142638695240021,-0.033321455121040344,14.60978475167649,-637.4632352840622
161,35843,-218.41849360987544,0.0,1.0,194,1.7568820714950562,-0.008594155311584473,14.089943021303043,0.2065868228673935,,,,,,,,
162,36041,-223.12395728379488,0.0,1.0,198,2.1421234607696533,-0.008051872253417969,14.396667808759958,0.20675019919872284,,,,,,,,
163,36221,-205.78459117840976,0.0,1.0,180,2.1189353466033936,-0.03027033805847168,14.49914035690017,0.20756377279758453,,,,,,,,
164,36409,-297.6698015141301,0.0,1.0,188,2.14988112449646,-0.06624436378479004,14.764355561928824,0.20587065815925598,,,,,,,,
165,36609,-197.43646892160177,0.0,1.0,200,1.4227534532546997,-0.0133628249168396,15.604193994542584,0.2021445631980896,,,,,,,,
166,36797,-232.6211070716381,0.0,1.0,188,1.923484444618225,-0.06066322326660156,13.381311687408015,0.20203034579753876,,,,,,,,
167,36984,-210.43674677424133,0.0,1.0,187,1.847739815711975,-0.043671607971191406,13.711743848398328,0.2022823840379715,,,,,,,,
168,37171,-213.5386535882717,0.0,1.0,187,1.7920211553573608,-0.07125657796859741,13.986323936842382,0.20081020891666412,,,,,,,,
169,37368,-185.52494687587023,0.0,1.0,197,1.8157861232757568,-0.03413611650466919,15.066910242196172,0.1990390568971634,,,,,,,,
170,37560,-195.76586609892547,0.0,1.0,192,1.6443870067596436,-0.05479860305786133,14.563665905967355,0.19549201428890228,-432.9798768873443,0.0,1.0,261.25,2.3176659286022185,-0.052499827742576596,20.93091841248097,-637.4632352840622
171,37750,-203.60556232184172,0.0,1.0,190,1.4899786710739136,-0.05912071466445923,14.545578517951071,0.19165056943893433,,,,,,,,
172,37931,-177.15196799859405,0.0,1.0,181,1.7596303224563599,-0.025285780429840088,13.833429711405188,0.189533069729805,,,,,,,,
173,38120,-185.360095590353,0.0,1.0,189,1.7136213779449463,-0.05384248495101929,14.281061290297657,0.18622632324695587,,,,,,,,
174,38314,-196.481865827227,0.0,1.0,194,1.7945783138275146,-0.07083112001419067,13.975870709866285,0.18386836349964142,,,,,,,,
175,38634,-250.33742024376988,0.0,0.0,320,7.144478797912598,0.09135031700134277,25.123191465390846,0.18613499402999878,,,,,,,,
176,38954,-328.64877759385854,0.0,0.0,320,7.5904645919799805,0.023046910762786865,24.048255367204547,0.18944813311100006,,,,,,,,
177,39274,-308.40764641948044,0.0,0.0,320,11.778085708618164,0.2962852120399475,27.743289532139897,0.18927039206027985,,,,,,,,
178,39594,-227.9443841688335,0.0,0.0,320,7.202572822570801,0.21405553817749023,23.76087696896866,0.18962490558624268,,,,,,,,
179,39760,-286.37140212766826,0.0,1.0,166,3.3732242584228516,-0.017288923263549805,12.332176654832438,0.19125644862651825,,,,,,,,
180,40080,-104.88301187148318,0.0,0.0,320,7.257839679718018,0.4197348356246948,23.82880826620385,0.19227546453475952,-313.9533718296734,0.0,0.15,380.9,6.844162583351135,0.15735061168670655,28.32710697778966,-637.4632352840622
181,40258,-378.2455579920206,0.0,1.0,178,2.2421061992645264,-0.01138615608215332,12.732017923844978,0.191480353474617,,,,,,,,
182,40578,62.8850102443248,0.0,0.0,320,3.644876480102539,0.4950554370880127,18.687272281153128,0.19037508964538574,,,,,,,,
183,40898,51.31061856914312,0.0,0.0,320,5.826226711273193,0.6737715005874634,22.80833808449097,0.19219763576984406,,,,,,,,
184,41218,57.111406266805716,0.0,0.0,320,3.9010045528411865,0.5886507630348206,20.860919588711113,0.18766066431999207,,,,,,,,
185,41538,124.09628229122609,0.0,0.0,320,3.4798223972320557,1.2700963020324707,19.93333636666648,0.1865329146385193,,,,,,,,
186,41858,105.84894494060427,0.0,0.0,320,2.8219101428985596,1.0833499431610107,22.03047615196556,0.1832800656557083,,,,,,,,
187,42178,79.20350949885324,0.0,0.0,320,3.7715113162994385,0.949131429195404,21.23703619162552,0.18349719047546387,,,,,,,,
188,42498,44.51076897402527,0.0,0.0,320,3.843268394470215,0.38746780157089233,21.868034644518048,0.18743176758289337,,,,,,,,
189,42818,109.01504585426301,0.0,0.0,320,4.15643310546875,0.7999359369277954,22.7961950188037,0.18745183944702148,,,,,,,,
190,43138,36.211366140050814,0.0,0.0,320,6.212255954742432,0.568050742149353,22.47103330679238,0.1856781542301178,-244.052508947975,0.0,0.0,420.0,10.02721290588379,0.20814021229743956,33.227579085610344,-637.4632352840622
191,43458,65.68459368660115,0.0,0.0,320,5.415369033813477,0.9323395490646362,22.38812020700425,0.18283680081367493,,,,,,,,
192,43778,140.99905580841005,0.0,0.0,320,3.420180082321167,1.473921775817871,19.46674499940127,0.18478065729141235,,,,,,,,
193,44098,177.03538167476654,0.0,0.0,320,1.8330808877944946,1.783233880996704,20.818655692739412,0.18377965688705444,,,,,,,,
